         sim	       state	        soln	      dist_x	        time	        step	          pH	          pe	    reaction	          Fe	           S	 Mackinawite	d_Mackinawite	    Greigite	  d_Greigite	      Pyrite	    d_Pyrite	  Pyrrhotite	d_Pyrrhotite	si_Mackinawite	 si_Greigite	   si_Pyrite	si_Pyrrhotite	
           2	       react	           1	         -99	           0	          89	           8	       -6.76	  1.0000e-04	  2.5277e-03	  4.1391e-08	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  5.0553e-04	  5.0001e-05	  0.0000e+00	  0.0000e+00	     -0.2224	     -5.1340	      3.0000	      0.8860	
           2	       react	           1	         -99	           0	          90	           8	       -6.76	  1.0000e-04	  2.7777e-03	  4.0082e-08	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  5.5554e-04	  5.0001e-05	  0.0000e+00	  0.0000e+00	     -0.2049	     -5.0990	      3.0000	      0.9035	
           2	       react	           1	         -99	           0	          91	           8	    -6.71205	  1.0000e-03	  4.7496e-03	  3.0035e-08	  0.0000e+00	  0.0000e+00	  5.2777e-04	  5.2777e-04	  0.0000e+00	 -5.5554e-04	  0.0000e+00	  0.0000e+00	     -0.1554	     -5.0000	      3.0000	      0.9530	
           2	       react	           1	         -99	           0	          92	           8	       -6.76	  1.0000e-03	  6.9991e-03	  2.6166e-08	  0.0000e+00	  0.0000e+00	  7.7777e-04	  2.5000e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0973	     -5.0000	      2.8838	      1.0111	
           2	       react	           1	         -99	           0	          93	           8	       -6.76	  1.0000e-03	  9.2485e-03	  2.2897e-08	  0.0000e+00	  0.0000e+00	  1.0278e-03	  2.5000e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0734	     -5.0000	      2.8360	      1.0351	
           2	       react	           1	         -99	           0	          94	           8	       -6.76	  1.0000e-03	  1.1498e-02	  2.0719e-08	  0.0000e+00	  0.0000e+00	  1.2778e-03	  2.5000e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0550	     -5.0000	      2.7993	      1.0534	
           2	       react	           1	         -99	           0	          95	           8	       -6.76	  1.0000e-03	  1.3747e-02	  1.9141e-08	  0.0000e+00	  0.0000e+00	  1.5278e-03	  2.5000e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0402	     -5.0000	      2.7695	      1.0683	
           2	       react	           1	         -99	           0	          96	           8	       -6.76	  1.0000e-03	  1.5995e-02	  1.7931e-08	  0.0000e+00	  0.0000e+00	  1.7778e-03	  2.5000e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0277	     -5.0000	      2.7446	      1.0807	
           2	       react	           1	         -99	           0	          97	           8	       -6.76	  1.0000e-03	  1.8244e-02	  1.6966e-08	  0.0000e+00	  0.0000e+00	  2.0278e-03	  2.5000e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0170	     -5.0000	      2.7232	      1.0914	
           2	       react	           1	         -99	           0	          98	           8	       -6.76	  1.0000e-03	  2.0493e-02	  1.6173e-08	  0.0000e+00	  0.0000e+00	  2.2778e-03	  2.5000e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0076	     -5.0000	      2.7044	      1.1008	
           2	       react	           1	         -99	           0	          99	           8	       -6.76	  1.0000e-03	  2.2534e-02	  1.5562e-08	  8.2649e-04	  8.2649e-04	  2.3212e-03	  4.3378e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	     -5.0000	      2.6892	      1.1084	
           2	       react	           1	         -99	           0	         100	           8	       -6.76	  1.0000e-03	  2.2534e-02	  1.5562e-08	  9.8265e-03	  9.0000e-03	  3.2115e-04	 -2.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	     -5.0000	      2.6892	      1.1084	
           2	       react	           1	         -99	           0	         101	           8	       -6.76	  1.0000e-02	  4.2191e-02	  1.0824e-08	  2.1111e-02	  1.1285e-02	  0.0000e+00	 -3.2115e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	     -5.1974	      2.4918	      1.1084	
           2	       react	           1	         -99	           0	         102	           8	       -6.76	  1.0000e-02	  6.2153e-02	  8.7006e-09	  3.1111e-02	  1.0000e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	     -5.3169	      2.3723	      1.1084	
           2	       react	           1	         -99	           0	         103	           8	       -6.76	  1.0000e-02	  8.2102e-02	  7.4202e-09	  4.1111e-02	  1.0000e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	     -5.4022	      2.2870	      1.1084	
           2	       react	           1	         -99	           0	         104	           8	       -6.76	  1.0000e-02	  1.0204e-01	  6.5262e-09	  5.1111e-02	  1.0000e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	     -5.4687	      2.2205	      1.1084	
           2	       react	           1	         -99	           0	         105	           8	       -6.76	  1.0000e-02	  1.2196e-01	  5.8487e-09	  6.1111e-02	  1.0000e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	     -5.5234	      2.1658	      1.1084	
           2	       react	           1	         -99	           0	         106	           8	       -6.76	  1.0000e-02	  1.4186e-01	  5.3081e-09	  7.1111e-02	  1.0000e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	     -5.5698	      2.1194	      1.1084	
           2	       react	           1	         -99	           0	         107	           8	       -6.76	  1.0000e-02	  1.6175e-01	  4.8618e-09	  8.1111e-02	  1.0000e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	     -5.6103	      2.0789	      1.1084	
           2	       react	           1	         -99	           0	         108	           8	       -6.76	  1.0000e-02	  1.8163e-01	  4.4844e-09	  9.1111e-02	  1.0000e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	     -5.6462	      2.0430	      1.1084	
           2	       react	           1	         -99	           0	         109	           8	     -6.4208	  1.0000e-02	  2.0150e-01	  4.1595e-09	  1.0111e-01	  1.0000e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	     -5.0000	      2.6892	      1.1084	
           2	       react	           1	         -99	           0	         110	           8	    -6.40614	  1.0000e-02	  2.2135e-01	  3.8760e-09	  1.1111e-01	  1.0000e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	     -5.0000	      2.6892	      1.1084	
